Source,Target
546344,446990
546344,17126
546344,287244
546344,168319
546344,966801
546344,555857
546344,102609
546344,404908
546344,582137
546344,339453
546344,918922
546344,606164
546344,862660
546344,33619
546344,754402
546344,692566
546344,133733
546344,884098
546344,200019
546344,499381
546344,86759
546344,71888
546344,386703
546344,100283
546344,607351
546344,698881
546344,897957
546344,95089
546344,506652
546344,765242
546344,12058
546344,294618
546344,111635
546344,809608
546344,350486
546344,261569
546344,230772
546344,756099
546344,467145
546344,319670
546344,333519
546344,24484
546344,923817
546344,168308
546344,707549
546344,949057
546344,537251
546344,415224
546344,131806
546344,172506
546344,950791
546344,783657
546344,77174
546344,35970
546344,50997
546344,481191
546344,102792
546344,625089
546344,593324
546344,273822
546344,476278
546344,499985
546344,339588
546344,913194
457522,716612
457522,108514
457522,604000
457522,606096
457522,309907
457522,565511
457522,40309
457522,304344
457522,211534
457522,195919
457522,405164
457522,426203
457522,203577
457522,407880
457522,655448
457522,86307
457522,798236
457522,734785
457522,221316
457522,168087
457522,838135
457522,480744
457522,997377
457522,791422
457522,108239
457522,688631
457522,634027
457522,995316
457522,159886
457522,680243
457522,444318
457522,385254
457522,218080
457522,171812
457522,455533
457522,465698
457522,445127
457522,296490
457522,130004
457522,358487
457522,363822
457522,547275
457522,350356
457522,580541
457522,297422
457522,894713
457522,598704
457522,133333
457522,605224
457522,360254
457522,80140
457522,854241
457522,833761
457522,735033
457522,140246
457522,151203
457522,886018
457522,962410
457522,544056
457522,692363
457522,286704
457522,352702
457522,829911
457522,258717
457522,77142
457522,143288
457522,406373
457522,434668
457522,163885
457522,822198
457522,555171
457522,407707
457522,614626
457522,735869
457522,677618
457522,950962
457522,239362
457522,339282
457522,480769
457522,40744
457522,681015
457522,338183
457522,961772
457522,25678
457522,221062
457522,162704
457522,220354
457522,387268
457522,223644
457522,102628
457522,55194
457522,896621
457522,886209
457522,379565
457522,995619
457522,869269
457522,782323
457522,583209
457522,17896
457522,45105
457522,210356
457522,187842
457522,684772
457522,830016
457522,822573
457522,168204
457522,950003
457522,839720
457522,358288
457522,860021
457522,446990
457522,17126
457522,287244
457522,168319
457522,966801
457522,555857
457522,102609
457522,404908
457522,582137
457522,339453
457522,918922
457522,606164
457522,862660
457522,33619
457522,754402
457522,692566
457522,133733
457522,884098
457522,200019
457522,499381
457522,86759
457522,71888
457522,386703
457522,100283
457522,607351
457522,698881
457522,897957
457522,95089
457522,506652
457522,765242
457522,12058
457522,294618
457522,111635
457522,809608
457522,350486
457522,261569
457522,230772
457522,756099
457522,467145
457522,319670
457522,333519
457522,24484
457522,923817
457522,168308
457522,707549
457522,949057
457522,537251
457522,415224
457522,131806
457522,172506
457522,950791
457522,783657
457522,77174
457522,35970
457522,50997
457522,481191
457522,102792
457522,625089
457522,593324
457522,273822
457522,476278
457522,499985
457522,339588
457522,913194
716612,108514
716612,604000
716612,606096
716612,309907
716612,565511
716612,40309
716612,304344
716612,211534
716612,195919
716612,405164
716612,426203
716612,203577
716612,407880
716612,655448
716612,86307
716612,798236
716612,734785
716612,221316
716612,168087
716612,838135
716612,480744
716612,997377
716612,791422
716612,108239
716612,688631
716612,634027
716612,995316
716612,159886
716612,680243
716612,444318
716612,385254
716612,218080
716612,171812
716612,455533
716612,465698
716612,445127
716612,296490
716612,130004
716612,358487
716612,363822
716612,547275
716612,350356
716612,580541
716612,297422
716612,894713
716612,598704
716612,133333
716612,605224
716612,360254
716612,80140
716612,854241
716612,833761
716612,735033
716612,140246
716612,151203
716612,886018
716612,962410
716612,544056
716612,692363
716612,286704
716612,352702
716612,829911
716612,258717
716612,77142
716612,143288
716612,406373
716612,434668
716612,163885
716612,822198
716612,555171
716612,407707
716612,614626
716612,735869
716612,677618
716612,950962
716612,239362
716612,339282
716612,480769
716612,40744
716612,681015
716612,338183
716612,961772
716612,25678
716612,221062
716612,162704
716612,220354
716612,387268
716612,223644
716612,102628
716612,55194
716612,896621
716612,886209
716612,379565
716612,995619
716612,869269
716612,782323
716612,583209
716612,17896
716612,45105
716612,210356
716612,187842
716612,684772
716612,830016
716612,822573
716612,168204
716612,950003
716612,839720
716612,358288
716612,860021
716612,446990
716612,17126
716612,287244
716612,168319
716612,966801
716612,555857
716612,102609
716612,404908
716612,582137
716612,339453
716612,918922
716612,606164
716612,862660
716612,33619
716612,754402
716612,692566
716612,133733
716612,884098
716612,200019
716612,499381
716612,86759
716612,71888
716612,386703
716612,100283
716612,607351
716612,698881
716612,897957
716612,95089
716612,506652
716612,765242
716612,12058
716612,294618
716612,111635
716612,809608
716612,350486
716612,261569
716612,230772
716612,756099
716612,467145
716612,319670
716612,333519
716612,24484
716612,923817
716612,168308
716612,707549
716612,949057
716612,537251
716612,415224
716612,131806
716612,172506
716612,950791
716612,783657
716612,77174
716612,35970
716612,50997
716612,481191
716612,102792
716612,625089
716612,593324
716612,273822
716612,476278
716612,499985
716612,339588
716612,913194
108514,604000
108514,606096
108514,309907
108514,565511
108514,40309
108514,304344
108514,211534
108514,195919
108514,405164
108514,426203
108514,203577
108514,407880
108514,655448
108514,86307
108514,798236
108514,734785
108514,221316
108514,168087
108514,838135
108514,480744
108514,997377
108514,791422
108514,108239
108514,688631
108514,634027
108514,995316
108514,159886
108514,680243
108514,444318
108514,385254
108514,218080
108514,171812
108514,455533
108514,465698
108514,445127
108514,296490
108514,130004
108514,358487
108514,363822
108514,547275
108514,350356
108514,580541
108514,297422
108514,894713
108514,598704
108514,133333
108514,605224
108514,360254
108514,80140
108514,854241
108514,833761
108514,735033
108514,140246
108514,151203
108514,886018
108514,962410
108514,544056
108514,692363
108514,286704
108514,352702
108514,829911
108514,258717
108514,77142
108514,143288
108514,406373
108514,434668
108514,163885
108514,822198
108514,555171
108514,407707
108514,614626
108514,735869
108514,677618
108514,950962
108514,239362
108514,339282
108514,480769
108514,40744
108514,681015
108514,338183
108514,961772
108514,25678
108514,221062
108514,162704
108514,220354
108514,387268
108514,223644
108514,102628
108514,55194
108514,896621
108514,886209
108514,379565
108514,995619
108514,869269
108514,782323
108514,583209
108514,17896
108514,45105
108514,210356
108514,187842
108514,684772
108514,830016
108514,822573
108514,168204
108514,950003
108514,839720
108514,358288
108514,860021
108514,446990
108514,17126
108514,287244
108514,168319
108514,966801
108514,555857
108514,102609
108514,404908
108514,582137
108514,339453
108514,918922
108514,606164
108514,862660
108514,33619
108514,754402
108514,692566
108514,133733
108514,884098
108514,200019
108514,499381
108514,86759
108514,71888
108514,386703
108514,100283
108514,607351
108514,698881
108514,897957
108514,95089
108514,506652
108514,765242
108514,12058
108514,294618
108514,111635
108514,809608
108514,350486
108514,261569
108514,230772
108514,756099
108514,467145
108514,319670
108514,333519
108514,24484
108514,923817
108514,168308
108514,707549
108514,949057
108514,537251
108514,415224
108514,131806
108514,172506
108514,950791
108514,783657
108514,77174
108514,35970
108514,50997
108514,481191
108514,102792
108514,625089
108514,593324
108514,273822
108514,476278
108514,499985
108514,339588
108514,913194
604000,606096
604000,309907
604000,565511
604000,40309
604000,304344
604000,211534
604000,195919
604000,405164
604000,426203
604000,203577
604000,407880
604000,655448
604000,86307
604000,798236
604000,734785
604000,221316
604000,168087
604000,838135
604000,480744
604000,997377
604000,791422
604000,108239
604000,688631
604000,634027
604000,995316
604000,159886
604000,680243
604000,444318
604000,385254
604000,218080
604000,171812
604000,455533
604000,465698
604000,445127
604000,296490
604000,130004
604000,358487
604000,363822
604000,547275
604000,350356
604000,580541
604000,297422
604000,894713
604000,598704
604000,133333
604000,605224
604000,360254
604000,80140
604000,854241
604000,833761
604000,735033
604000,140246
604000,151203
604000,886018
604000,962410
604000,544056
604000,692363
604000,286704
604000,352702
604000,829911
604000,258717
604000,77142
604000,143288
604000,406373
604000,434668
604000,163885
604000,822198
604000,555171
604000,407707
604000,614626
604000,735869
604000,677618
604000,950962
604000,239362
604000,339282
604000,480769
604000,40744
604000,681015
604000,338183
604000,961772
604000,25678
604000,221062
604000,162704
604000,220354
604000,387268
604000,223644
604000,102628
604000,55194
604000,896621
604000,886209
604000,379565
604000,995619
604000,869269
604000,782323
604000,583209
604000,17896
604000,45105
604000,210356
604000,187842
604000,684772
604000,830016
604000,822573
604000,168204
604000,950003
604000,839720
604000,358288
604000,860021
604000,446990
604000,17126
604000,287244
604000,168319
604000,966801
604000,555857
604000,102609
604000,404908
604000,582137
604000,339453
604000,918922
604000,606164
604000,862660
604000,33619
604000,754402
604000,692566
604000,133733
604000,884098
604000,200019
604000,499381
604000,86759
604000,71888
604000,386703
604000,100283
604000,607351
604000,698881
604000,897957
604000,95089
604000,506652
604000,765242
604000,12058
604000,294618
604000,111635
604000,809608
604000,350486
604000,261569
604000,230772
604000,756099
604000,467145
604000,319670
604000,333519
604000,24484
604000,923817
604000,168308
604000,707549
604000,949057
604000,537251
604000,415224
604000,131806
604000,172506
604000,950791
604000,783657
604000,77174
604000,35970
604000,50997
604000,481191
604000,102792
604000,625089
604000,593324
604000,273822
604000,476278
604000,499985
604000,339588
604000,913194
606096,309907
606096,565511
606096,40309
606096,304344
606096,211534
606096,195919
606096,405164
606096,426203
606096,203577
606096,407880
606096,655448
606096,86307
606096,798236
606096,734785
606096,221316
606096,168087
606096,838135
606096,480744
606096,997377
606096,791422
606096,108239
606096,688631
606096,634027
606096,995316
606096,159886
606096,680243
606096,444318
606096,385254
606096,218080
606096,171812
606096,455533
606096,465698
606096,445127
606096,296490
606096,130004
606096,358487
606096,363822
606096,547275
606096,350356
606096,580541
606096,297422
606096,894713
606096,598704
606096,133333
606096,605224
606096,360254
606096,80140
606096,854241
606096,833761
606096,735033
606096,140246
606096,151203
606096,886018
606096,962410
606096,544056
606096,692363
606096,286704
606096,352702
606096,829911
606096,258717
606096,77142
606096,143288
606096,406373
606096,434668
606096,163885
606096,822198
606096,555171
606096,407707
606096,614626
606096,735869
606096,677618
606096,950962
606096,239362
606096,339282
606096,480769
606096,40744
606096,681015
606096,338183
606096,961772
606096,25678
606096,221062
606096,162704
606096,220354
606096,387268
606096,223644
606096,102628
606096,55194
606096,896621
606096,886209
606096,379565
606096,995619
606096,869269
606096,782323
606096,583209
606096,17896
606096,45105
606096,210356
606096,187842
606096,684772
606096,830016
606096,822573
606096,168204
606096,950003
606096,839720
606096,358288
606096,860021
606096,446990
606096,17126
606096,287244
606096,168319
606096,966801
606096,555857
606096,102609
606096,404908
606096,582137
606096,339453
606096,918922
606096,606164
606096,862660
606096,33619
606096,754402
606096,692566
606096,133733
606096,884098
606096,200019
606096,499381
606096,86759
606096,71888
606096,386703
606096,100283
606096,607351
606096,698881
606096,897957
606096,95089
606096,506652
606096,765242
606096,12058
606096,294618
606096,111635
606096,809608
606096,350486
606096,261569
606096,230772
606096,756099
606096,467145
606096,319670
606096,333519
606096,24484
606096,923817
606096,168308
606096,707549
606096,949057
606096,537251
606096,415224
606096,131806
606096,172506
606096,950791
606096,783657
606096,77174
606096,35970
606096,50997
606096,481191
606096,102792
606096,625089
606096,593324
606096,273822
606096,476278
606096,499985
606096,339588
606096,913194
309907,565511
309907,40309
309907,304344
309907,211534
309907,195919
309907,405164
309907,426203
309907,203577
309907,407880
309907,655448
309907,86307
309907,798236
309907,734785
309907,221316
309907,168087
309907,838135
309907,480744
309907,997377
309907,791422
309907,108239
309907,688631
309907,634027
309907,995316
309907,159886
309907,680243
309907,444318
309907,385254
309907,218080
309907,171812
309907,455533
309907,465698
309907,445127
309907,296490
309907,130004
309907,358487
309907,363822
309907,547275
309907,350356
309907,580541
309907,297422
309907,894713
309907,598704
309907,133333
309907,605224
309907,360254
309907,80140
309907,854241
309907,833761
309907,735033
309907,140246
309907,151203
309907,886018
309907,962410
309907,544056
309907,692363
309907,286704
309907,352702
309907,829911
309907,258717
309907,77142
309907,143288
309907,406373
309907,434668
309907,163885
309907,822198
309907,555171
309907,407707
309907,614626
309907,735869
309907,677618
309907,950962
309907,239362
309907,339282
309907,480769
309907,40744
309907,681015
309907,338183
309907,961772
309907,25678
309907,221062
309907,162704
309907,220354
309907,387268
309907,223644
309907,102628
309907,55194
309907,896621
309907,886209
309907,379565
309907,995619
309907,869269
309907,782323
309907,583209
309907,17896
309907,45105
309907,210356
309907,187842
309907,684772
309907,830016
309907,822573
309907,168204
309907,950003
309907,839720
309907,358288
309907,860021
309907,446990
309907,17126
309907,287244
309907,168319
309907,966801
309907,555857
309907,102609
309907,404908
309907,582137
309907,339453
309907,918922
309907,606164
309907,862660
309907,33619
309907,754402
309907,692566
309907,133733
309907,884098
309907,200019
309907,499381
309907,86759
309907,71888
309907,386703
309907,100283
309907,607351
309907,698881
309907,897957
309907,95089
309907,506652
309907,765242
309907,12058
309907,294618
309907,111635
309907,809608
309907,350486
309907,261569
309907,230772
309907,756099
309907,467145
309907,319670
309907,333519
309907,24484
309907,923817
309907,168308
309907,707549
309907,949057
309907,537251
309907,415224
309907,131806
309907,172506
309907,950791
309907,783657
309907,77174
309907,35970
309907,50997
309907,481191
309907,102792
309907,625089
309907,593324
309907,273822
309907,476278
309907,499985
309907,339588
309907,913194
565511,40309
565511,304344
565511,211534
565511,195919
565511,405164
565511,426203
565511,203577
565511,407880
565511,655448
565511,86307
565511,798236
565511,734785
565511,221316
565511,168087
565511,838135
565511,480744
565511,997377
565511,791422
565511,108239
565511,688631
565511,634027
565511,995316
565511,159886
565511,680243
565511,444318
565511,385254
565511,218080
565511,171812
565511,455533
565511,465698
565511,445127
565511,296490
565511,130004
565511,358487
565511,363822
565511,547275
565511,350356
565511,580541
565511,297422
565511,894713
565511,598704
565511,133333
565511,605224
565511,360254
565511,80140
565511,854241
565511,833761
565511,735033
565511,140246
565511,151203
565511,886018
565511,962410
565511,544056
565511,692363
565511,286704
565511,352702
565511,829911
565511,258717
565511,77142
565511,143288
565511,406373
565511,434668
565511,163885
565511,822198
565511,555171
565511,407707
565511,614626
565511,735869
565511,677618
565511,950962
565511,239362
565511,339282
565511,480769
565511,40744
565511,681015
565511,338183
565511,961772
565511,25678
565511,221062
565511,162704
565511,220354
565511,387268
565511,223644
565511,102628
565511,55194
565511,896621
565511,886209
565511,379565
565511,995619
565511,869269
565511,782323
565511,583209
565511,17896
565511,45105
565511,210356
565511,187842
565511,684772
565511,830016
565511,822573
565511,168204
565511,950003
565511,839720
565511,358288
565511,860021
565511,446990
565511,17126
565511,287244
565511,168319
565511,966801
565511,555857
565511,102609
565511,404908
565511,582137
565511,339453
565511,918922
565511,606164
565511,862660
565511,33619
565511,754402
565511,692566
565511,133733
565511,884098
565511,200019
565511,499381
565511,86759
565511,71888
565511,386703
565511,100283
565511,607351
565511,698881
565511,897957
565511,95089
565511,506652
565511,765242
565511,12058
565511,294618
565511,111635
565511,809608
565511,350486
565511,261569
565511,230772
565511,756099
565511,467145
565511,319670
565511,333519
565511,24484
565511,923817
565511,168308
565511,707549
565511,949057
565511,537251
565511,415224
565511,131806
565511,172506
565511,950791
565511,783657
565511,77174
565511,35970
565511,50997
565511,481191
565511,102792
565511,625089
565511,593324
565511,273822
565511,476278
565511,499985
565511,339588
565511,913194
40309,304344
40309,211534
40309,195919
40309,405164
40309,426203
40309,203577
40309,407880
40309,655448
40309,86307
40309,798236
40309,734785
40309,221316
40309,168087
40309,838135
40309,480744
40309,997377
40309,791422
40309,108239
40309,688631
40309,634027
40309,995316
40309,159886
40309,680243
40309,444318
40309,385254
40309,218080
40309,171812
40309,455533
40309,465698
40309,445127
40309,296490
40309,130004
40309,358487
40309,363822
40309,547275
40309,350356
40309,580541
40309,297422
40309,894713
40309,598704
40309,133333
40309,605224
40309,360254
40309,80140
40309,854241
40309,833761
40309,735033
40309,140246
40309,151203
40309,886018
40309,962410
40309,544056
40309,692363
40309,286704
40309,352702
40309,829911
40309,258717
40309,77142
40309,143288
40309,406373
40309,434668
40309,163885
40309,822198
40309,555171
40309,407707
40309,614626
40309,735869
40309,677618
40309,950962
40309,239362
40309,339282
40309,480769
40309,40744
40309,681015
40309,338183
40309,961772
40309,25678
40309,221062
40309,162704
40309,220354
40309,387268
40309,223644
40309,102628
40309,55194
40309,896621
40309,886209
40309,379565
40309,995619
40309,869269
40309,782323
40309,583209
40309,17896
40309,45105
40309,210356
40309,187842
40309,684772
40309,830016
40309,822573
40309,168204
40309,950003
40309,839720
40309,358288
40309,860021
40309,446990
40309,17126
40309,287244
40309,168319
40309,966801
40309,555857
40309,102609
40309,404908
40309,582137
40309,339453
40309,918922
40309,606164
40309,862660
40309,33619
40309,754402
40309,692566
40309,133733
40309,884098
40309,200019
40309,499381
40309,86759
40309,71888
40309,386703
40309,100283
40309,607351
40309,698881
40309,897957
40309,95089
40309,506652
40309,765242
40309,12058
40309,294618
40309,111635
40309,809608
40309,350486
40309,261569
40309,230772
40309,756099
40309,467145
40309,319670
40309,333519
40309,24484
40309,923817
40309,168308
40309,707549
40309,949057
40309,537251
40309,415224
40309,131806
40309,172506
40309,950791
40309,783657
40309,77174
40309,35970
40309,50997
40309,481191
40309,102792
40309,625089
40309,593324
40309,273822
40309,476278
40309,499985
40309,339588
40309,913194
304344,211534
304344,195919
304344,405164
304344,426203
304344,203577
304344,407880
304344,655448
304344,86307
304344,798236
304344,734785
304344,221316
304344,168087
304344,838135
304344,480744
304344,997377
304344,791422
304344,108239
304344,688631
304344,634027
304344,995316
304344,159886
304344,680243
304344,444318
304344,385254
304344,218080
304344,171812
304344,455533
304344,465698
304344,445127
304344,296490
304344,130004
304344,358487
304344,363822
304344,547275
304344,350356
304344,580541
304344,297422
304344,894713
304344,598704
304344,133333
304344,605224
304344,360254
304344,80140
304344,854241
304344,833761
304344,735033
304344,140246
304344,151203
304344,886018
304344,962410
304344,544056
304344,692363
304344,286704
304344,352702
304344,829911
304344,258717
304344,77142
304344,143288
304344,406373
304344,434668
304344,163885
304344,822198
304344,555171
304344,407707
304344,614626
304344,735869
304344,677618
304344,950962
304344,239362
304344,339282
304344,480769
304344,40744
304344,681015
304344,338183
304344,961772
304344,25678
304344,221062
304344,162704
304344,220354
304344,387268
304344,223644
304344,102628
304344,55194
304344,896621
304344,886209
304344,379565
304344,995619
304344,869269
304344,782323
304344,583209
304344,17896
304344,45105
304344,210356
304344,187842
304344,684772
304344,830016
304344,822573
304344,168204
304344,950003
304344,839720
304344,358288
304344,860021
304344,446990
304344,17126
304344,287244
304344,168319
304344,966801
304344,555857
304344,102609
304344,404908
304344,582137
304344,339453
304344,918922
304344,606164
304344,862660
304344,33619
304344,754402
304344,692566
304344,133733
304344,884098
304344,200019
304344,499381
304344,86759
304344,71888
304344,386703
304344,100283
304344,607351
304344,698881
304344,897957
304344,95089
304344,506652
304344,765242
304344,12058
304344,294618
304344,111635
304344,809608
304344,350486
304344,261569
304344,230772
304344,756099
304344,467145
304344,319670
304344,333519
304344,24484
304344,923817
304344,168308
304344,707549
304344,949057
304344,537251
304344,415224
304344,131806
304344,172506
304344,950791
304344,783657
304344,77174
304344,35970
304344,50997
304344,481191
304344,102792
304344,625089
304344,593324
304344,273822
304344,476278
304344,499985
304344,339588
304344,913194
211534,195919
211534,405164
211534,426203
211534,203577
211534,407880
211534,655448
211534,86307
211534,798236
211534,734785
211534,221316
211534,168087
211534,838135
211534,480744
211534,997377
211534,791422
211534,108239
211534,688631
211534,634027
211534,995316
211534,159886
211534,680243
211534,444318
211534,385254
211534,218080
211534,171812
211534,455533
211534,465698
211534,445127
211534,296490
211534,130004
211534,358487
211534,363822
211534,547275
211534,350356
211534,580541
211534,297422
211534,894713
211534,598704
211534,133333
211534,605224
211534,360254
211534,80140
211534,854241
211534,833761
211534,735033
211534,140246
211534,151203
211534,886018
211534,962410
211534,544056
211534,692363
211534,286704
211534,352702
211534,829911
211534,258717
211534,77142
211534,143288
211534,406373
211534,434668
211534,163885
211534,822198
211534,555171
211534,407707
211534,614626
211534,735869
211534,677618
211534,950962
211534,239362
211534,339282
211534,480769
211534,40744
211534,681015
211534,338183
211534,961772
211534,25678
211534,221062
211534,162704
211534,220354
211534,387268
211534,223644
211534,102628
211534,55194
211534,896621
211534,886209
211534,379565
211534,995619
211534,869269
211534,782323
211534,583209
211534,17896
211534,45105
211534,210356
211534,187842
211534,684772
211534,830016
211534,822573
211534,168204
211534,950003
211534,839720
211534,358288
211534,860021
211534,446990
211534,17126
211534,287244
211534,168319
211534,966801
211534,555857
211534,102609
211534,404908
211534,582137
211534,339453
211534,918922
211534,606164
211534,862660
211534,33619
211534,754402
211534,692566
211534,133733
211534,884098
211534,200019
211534,499381
211534,86759
211534,71888
211534,386703
211534,100283
211534,607351
211534,698881
211534,897957
211534,95089
211534,506652
211534,765242
211534,12058
211534,294618
211534,111635
211534,809608
211534,350486
211534,261569
211534,230772
211534,756099
211534,467145
211534,319670
211534,333519
211534,24484
211534,923817
211534,168308
211534,707549
211534,949057
211534,537251
211534,415224
211534,131806
211534,172506
211534,950791
211534,783657
211534,77174
211534,35970
211534,50997
211534,481191
211534,102792
211534,625089
211534,593324
211534,273822
211534,476278
211534,499985
211534,339588
211534,913194
195919,405164
195919,426203
195919,203577
195919,407880
195919,655448
195919,86307
195919,798236
195919,734785
195919,221316
195919,168087
195919,838135
195919,480744
195919,997377
195919,791422
195919,108239
195919,688631
195919,634027
195919,995316
195919,159886
195919,680243
195919,444318
195919,385254
195919,218080
195919,171812
195919,455533
195919,465698
195919,445127
195919,296490
195919,130004
195919,358487
195919,363822
195919,547275
195919,350356
195919,580541
195919,297422
195919,894713
195919,598704
195919,133333
195919,605224
195919,360254
195919,80140
195919,854241
195919,833761
195919,735033
195919,140246
195919,151203
195919,886018
195919,962410
195919,544056
195919,692363
195919,286704
195919,352702
195919,829911
195919,258717
195919,77142
195919,143288
195919,406373
195919,434668
195919,163885
195919,822198
195919,555171
195919,407707
195919,614626
195919,735869
195919,677618
195919,950962
195919,239362
195919,339282
195919,480769
195919,40744
195919,681015
195919,338183
195919,961772
195919,25678
195919,221062
195919,162704
195919,220354
195919,387268
195919,223644
195919,102628
195919,55194
195919,896621
195919,886209
195919,379565
195919,995619
195919,869269
195919,782323
195919,583209
195919,17896
195919,45105
195919,210356
195919,187842
195919,684772
195919,830016
195919,822573
195919,168204
195919,950003
195919,839720
195919,358288
195919,860021
195919,446990
195919,17126
195919,287244
195919,168319
195919,966801
195919,555857
195919,102609
195919,404908
195919,582137
195919,339453
195919,918922
195919,606164
195919,862660
195919,33619
195919,754402
195919,692566
195919,133733
195919,884098
195919,200019
195919,499381
195919,86759
195919,71888
195919,386703
195919,100283
195919,607351
195919,698881
195919,897957
195919,95089
195919,506652
195919,765242
195919,12058
195919,294618
195919,111635
195919,809608
195919,350486
195919,261569
195919,230772
195919,756099
195919,467145
195919,319670
195919,333519
195919,24484
195919,923817
195919,168308
195919,707549
195919,949057
195919,537251
195919,415224
195919,131806
195919,172506
195919,950791
195919,783657
195919,77174
195919,35970
195919,50997
195919,481191
195919,102792
195919,625089
195919,593324
195919,273822
195919,476278
195919,499985
195919,339588
195919,913194
405164,426203
405164,203577
405164,407880
405164,655448
405164,86307
405164,798236
405164,734785
405164,221316
405164,168087
405164,838135
405164,480744
405164,997377
405164,791422
405164,108239
405164,688631
405164,634027
405164,995316
405164,159886
405164,680243
405164,444318
405164,385254
405164,218080
405164,171812
405164,455533
405164,465698
405164,445127
405164,296490
405164,130004
405164,358487
405164,363822
405164,547275
405164,350356
405164,580541
405164,297422
405164,894713
405164,598704
405164,133333
405164,605224
405164,360254
405164,80140
405164,854241
405164,833761
405164,735033
405164,140246
405164,151203
405164,886018
405164,962410
405164,544056
405164,692363
405164,286704
405164,352702
405164,829911
405164,258717
405164,77142
405164,143288
405164,406373
405164,434668
405164,163885
405164,822198
405164,555171
405164,407707
405164,614626
405164,735869
405164,677618
405164,950962
405164,239362
405164,339282
405164,480769
405164,40744
405164,681015
405164,338183
405164,961772
405164,25678
405164,221062
405164,162704
405164,220354
405164,387268
405164,223644
405164,102628
405164,55194
405164,896621
405164,886209
405164,379565
405164,995619
405164,869269
405164,782323
405164,583209
405164,17896
405164,45105
405164,210356
405164,187842
405164,684772
405164,830016
405164,822573
405164,168204
405164,950003
405164,839720
405164,358288
405164,860021
405164,446990
405164,17126
405164,287244
405164,168319
405164,966801
405164,555857
405164,102609
405164,404908
405164,582137
405164,339453
405164,918922
405164,606164
405164,862660
405164,33619
405164,754402
405164,692566
405164,133733
405164,884098
405164,200019
405164,499381
405164,86759
405164,71888
405164,386703
405164,100283
405164,607351
405164,698881
405164,897957
405164,95089
405164,506652
405164,765242
405164,12058
405164,294618
405164,111635
405164,809608
405164,350486
405164,261569
405164,230772
405164,756099
405164,467145
405164,319670
405164,333519
405164,24484
405164,923817
405164,168308
405164,707549
405164,949057
405164,537251
405164,415224
405164,131806
405164,172506
405164,950791
405164,783657
405164,77174
405164,35970
405164,50997
405164,481191
405164,102792
405164,625089
405164,593324
405164,273822
405164,476278
405164,499985
405164,339588
405164,913194
426203,203577
426203,407880
426203,655448
426203,86307
426203,798236
426203,734785
426203,221316
426203,168087
426203,838135
426203,480744
426203,997377
426203,791422
426203,108239
426203,688631
426203,634027
426203,995316
426203,159886
426203,680243
426203,444318
426203,385254
426203,218080
426203,171812
426203,455533
426203,465698
426203,445127
426203,296490
426203,130004
426203,358487
426203,363822
426203,547275
426203,350356
426203,580541
426203,297422
426203,894713
426203,598704
426203,133333
426203,605224
426203,360254
426203,80140
426203,854241
426203,833761
426203,735033
426203,140246
426203,151203
426203,886018
426203,962410
426203,544056
426203,692363
426203,286704
426203,352702
426203,829911
426203,258717
426203,77142
426203,143288
426203,406373
426203,434668
426203,163885
426203,822198
426203,555171
426203,407707
426203,614626
426203,735869
426203,677618
426203,950962
426203,239362
426203,339282
426203,480769
426203,40744
426203,681015
426203,338183
426203,961772
426203,25678
426203,221062
426203,162704
426203,220354
426203,387268
426203,223644
426203,102628
426203,55194
426203,896621
426203,886209
426203,379565
426203,995619
426203,869269
426203,782323
426203,583209
426203,17896
426203,45105
426203,210356
426203,187842
426203,684772
426203,830016
426203,822573
426203,168204
426203,950003
426203,839720
426203,358288
426203,860021
426203,446990
426203,17126
426203,287244
426203,168319
426203,966801
426203,555857
426203,102609
426203,404908
426203,582137
426203,339453
426203,918922
426203,606164
426203,862660
426203,33619
426203,754402
426203,692566
426203,133733
426203,884098
426203,200019
426203,499381
426203,86759
426203,71888
426203,386703
426203,100283
426203,607351
426203,698881
426203,897957
426203,95089
426203,506652
426203,765242
426203,12058
426203,294618
426203,111635
426203,809608
426203,350486
426203,261569
426203,230772
426203,756099
426203,467145
426203,319670
426203,333519
426203,24484
426203,923817
426203,168308
426203,707549
426203,949057
426203,537251
426203,415224
426203,131806
426203,172506
426203,950791
426203,783657
426203,77174
426203,35970
426203,50997
426203,481191
426203,102792
426203,625089
426203,593324
426203,273822
426203,476278
426203,499985
426203,339588
426203,913194
203577,407880
203577,655448
203577,86307
203577,798236
203577,734785
203577,221316
203577,168087
203577,838135
203577,480744
203577,997377
203577,791422
203577,108239
203577,688631
203577,634027
203577,995316
203577,159886
203577,680243
203577,444318
203577,385254
203577,218080
203577,171812
203577,455533
203577,465698
203577,445127
203577,296490
203577,130004
203577,358487
203577,363822
203577,547275
203577,350356
203577,580541
203577,297422
203577,894713
203577,598704
203577,133333
203577,605224
203577,360254
203577,80140
203577,854241
203577,833761
203577,735033
203577,140246
203577,151203
203577,886018
203577,962410
203577,544056
203577,692363
203577,286704
203577,352702
203577,829911
203577,258717
203577,77142
203577,143288
203577,406373
203577,434668
203577,163885
203577,822198
203577,555171
203577,407707
203577,614626
203577,735869
203577,677618
203577,950962
203577,239362
203577,339282
203577,480769
203577,40744
203577,681015
203577,338183
203577,961772
203577,25678
203577,221062
203577,162704
203577,220354
203577,387268
203577,223644
203577,102628
203577,55194
203577,896621
203577,886209
203577,379565
203577,995619
203577,869269
203577,782323
